num	type	reportname	dbname	person	committee	bill
385	BRINGING  COMMUNITIES  INTO  THE  21ST  CENTURY:  A  REPORT  ON  IMPROVING  THE  COMMUNITY  DEVELOPMENT  BLOCK  GRANT  PROGRAM	house	hr365	109	TOM DAVIS	Committee on Government Reform submitted the following	
386	RELATING  TO  CONSIDERATION  OF  THE  BILL  (S.  1932)  TO  PROVIDE  FOR  RECONCILIATION  PURSUANT  TO  SECTION  202(A)  OF  THE  ~~CONCURRENT  RESOLUTION  ON  THE  BUDGET  FOR  FISCAL  YEAR  2006  (H.  CON.  RES.  95)	house	hr366	109	PUTNAM	Committee on Rules	H. Res. 653
387	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr367	109	CAPITO	Committee on Rules	H. Res. 654
388	MADERA  WATER  SUPPLY  AND  GROUNDWATER  ENHANCEMENT  PROJECT  ACT	house	hr368	109	POMBO	Committee on Resources	H.R. 3897
389	TO  ELIMINATE  FLOOR  PRIVILEGES  AND  ACCESS  TO  MEMBER  EXERCISE  FACILITIES  FOR  FORMER  MEMBERS  WHO  ARE  REGISTERED  LOBBYISTS  JANUARY  31,  2006-  REFERRED  TO  THE  HOUSE  CALENDAR  AND  ORDERED  PRINTED	house	hr369p1	109	DREIER	Committee on Rules	H. Res. 648
390	NATIONAL  FLOOD  INSURANCE  PROGRAM  COMMITMENT  TO  POLICYHOLDERS  AND  REFORM  ACT  OF  2005	house	hr370	109	OXLEY	Committee on Financial Services	H.R. 4320
391	FEDERAL  JUDICIARY  EMERGENCY  TOLLING  ACT  OF  2005	house	hr371	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3729
392	UNITED  STATES  PATENT  AND  TRADEMARK  FEE  MODERNIZATION  ACT  OF  2005	house	hr372	109	SENSENBRENNER	Committee on the Judiciary	H.R. 2791
393	FEDERAL  JUDGESHIP  AND  ADMINISTRATIVE  EFFICIENCY  ACT  OF  2005	house	hr373	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4093
394	DIRECTING  THE  SECRETARY  OF  STATE,  THE  SECRETARY  OF  DEFENSE,  THE  SECRETARY  OF  HOMELAND  SECURITY,  AND  THE  ATTORNEY  GENERAL,  AND  REQUESTING  THE  PRESIDENT,  TO  PROVIDE  CERTAIN  INFORMATION  TO  THE  HOUSE  OF  REPRESENTATIVES  RELATING  TO  EXTRAORDINARY  RENDITION  OF  CERTAIN  FOREIGN  PERSONS	house	hr374	109	HYDE	Committee on International Relations	H. Res. 593
395	REQUESTING  THE  PRESIDENT  OF  THE  UNITED  STATES  AND  DIRECTING  THE  SECRETARY  OF  STATE  TO  PROVIDE  TO  THE  HOUSE  OF  REPRESENTATIVES  CERTAIN  DOCUMENTS  IN  THEIR  POSSESSION  RELATING  TO  UNITED  STATES  POLICIES  UNDER  THE  UNITED  NATIONS  CONVENTION  AGAINST  TORTURE  AND  OTHER  CRUEL,  INHUMAN  OR  DEGRADING  TREATMENT  OR  PUNISHMENT  AND  THE  GENEVA  CONVENTIONS	house	hr375	109	HYDE	Committee on International Relations	H. Res. 624
396	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  SECRETARY  OF  STATE  TO  PROVIDE  TO  THE  HOUSE  OF  REPRESENTATIVES  CERTAIN  DOCUMENTS  IN  THEIR  POSSESSION  RELATING  TO  THE  SECRETARY  OF  STATE'S  TRIP  TO  EUROPE  IN  DECEMBER  2005	house	hr376	109	HYDE	Committee on International Relations	H. Res. 642
397	HEALTH  CARE  CHOICE  ACT  OF  2005	house	hr378	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 2355
398	NATIONAL  UNIFORMITY  FOR  FOOD  ACT  OF  2005	house	hr379	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 4167
399	DESALINATION  WATER  SUPPLY  SHORTAGE  PREVENTION  ACT  OF  2005	house	hr380p1	109	POMBO	Committee on Resources	H.R. 1071
400	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4167,  NATIONAL  FOOD  UNIFORMITY  ACT  OF  2005	house	hr381	109	GINGREY	Committee on Rules	H. Res. 702
401	DIRECTING  THE  ATTORNEY  GENERAL  TO  SUBMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  ALL  DOCUMENTS  IN  THE  POSSESSION  OF  THE  ATTORNEY  GENERAL  RELATING  TO  WARRANTLESS  ELECTRONIC  SURVEILLANCE  OF  TELEPHONE  CONVERSATIONS  AND  ELECTRONIC  COMMUNICATIONS  OF  PERSONS  IN  THE  UNITED  STATES  CONDUCTED  BY  THE  NATIONAL  SECURITY  AGENCY	house	hr382	109	SENSENBRENNER	Committee on the Judiciary	H. Res. 643
402	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  ATTORNEY  GENERAL  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  DOCUMENTS  IN  THE  POSSESSION  OF  THOSE  OFFICIALS  RELATING  TO  THE  AUTHORIZATION  OF  ELECTRONIC  SURVEILLANCE  OF  CITIZENS  OF  THE  UNITED  STATES  WITHOUT  COURT  APPROVED  WARRANTS	house	hr383	109	SENSENBRENNER	Committee on the Judiciary	H. Res. 644
403	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  SECRETARY  OF  DEFENSE  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  ALL  INFORMATION  IN  THE  POSSESSION  OF  THE  PRESIDENT  OR  THE  SECRETARY  OF  DEFENSE  RELATING  TO  THE  COLLECTION  OF  INTELLIGENCE  INFORMATION  PERTAINING  TO  PERSONS  INSIDE  THE  UNITED  STATES  WITHOUT  OBTAINING  COURT-ORDERED  WARRANTS  AUTHORIZING  THE  COLLECTION  OF  SUCH  INFORMATION  AND  RELATING  TO  THE  POLICY  OF  THE  UNITED  STATES  WITH  RESPECT  TO  THE  GATHERING  OF  COUNTERTERRORISM  INTELLIGENCE  WITHIN  THE  UNITED  STATES	house	hr384	109	HUNTER	Committee on Armed Services	H. Res. 645
404	REQUESTING  THE  PRESIDENT  TO  PROVIDE  TO  THE  HOUSE  OF  REPRESENTATIVES  CERTAIN  DOCUMENTS  IN  HIS  POSSESSION  RELATING  TO  ELECTRONIC  SURVEILLANCE  WITHOUT  SEARCH  WARRANTS  ON  INDIVIDUALS  IN  THE  UNITED  STATES	house	hr385	109	HOEKSTRA	Permanent Select Committee on Intelligence	H. Res. 641
405	PROVIDING  FOR  FURTHER  CONSIDERATION  OF  H.R.  4167,  NATIONAL  FOOD  UNIFORMITY  ACT  OF  2005	house	hr386	109	GINGREY	Committee on Rules submitted the following	H. Res. 710
406	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2829,  OFFICE  OF  NATIONAL  DRUG  CONTROL  POLICY  REAUTHORIZATION  ACT  OF  2005	house	hr387	109	SESSIONS	Committee on Rules	H. Res. 713
407	MAKING  EMERGENCY  SUPPLEMENTAL  APPROPRIATIONS  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	house	hr388	109	LEWIS of California	Committee on Appropriations	H.R. 4939
408	ONLINE  FREEDOM  OF  SPEECH  ACT	house	hr389	109	EHLERS	Committee on House Administration	H.R. 1606
409	COMPENSATORY  TIME  OFF  FOR  TRAVEL  BY  DEPARTMENT  OF  JUSTICE  ATTORNEYS	house	hr390	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 4057
410	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4939,  EMERGENCY  SUPPLEMENTAL  APPROPRIATIONS  ACT  FOR  DEFENSE,  THE  GLOBAL  WAR  ON  TERROR,  AND  HURRICANE  RECOVERY,  2006	house	hr391	109	COLE	Committee on Rules	H. Res. 725
411	DARFUR  PEACE  AND  ACCOUNTABILITY  ACT  OF  2006	house	hr392p1	109	HYDE	Committee on International Relations	H.R. 3127
412	DARFUR  PEACE  AND  ACCOUNTABILITY  ACT  OF  2006	house	hr392p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3127
413	NONPROFIT  ATHLETIC  ORGANIZATION  PROTECTION  ACT  OF  2006	house	hr393	109	SENSENBRENNER	Committee on the Judiciary	H.R. 1176
414	VOLUNTEER  PILOT  ORGANIZATION  PROTECTION  ACT  OF  2006	house	hr394	109	SENSENBRENNER	Committee on the Judiciary	H.R. 1871
415	LAW  ENFORCEMENT  AND  PHONE  PRIVACY  PROTECTION  ACT  OF  2006	house	hr395	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4709
416	A  FAILURE  OF  INITIATIVE	house	hr396	109	TOM DAVIS	Select Bipartisan Committee to Investigate the Preparation for and Response to Hurricane Katrina	
417	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  SECRETARY  OF  STATE  AND  SECRETARY  OF  DEFENSE  PROVIDE  TO  THE  HOUSE  OF  REPRESENTATIVES  CERTAIN  DOCUMENTS  IN  THEIR  POSSESSION  RELATING  TO  ANY  ENTITY  WITH  WHICH  THE  UNITED  STATES  HAS  CONTRACTED  FOR  PUBLIC  RELATIONS  PURPOSES  CONCERNING  IRAQ	house	hr397	109	HUNTER	Committee on Armed Services	H. Res. 685
418	PREVENTION  OF  FRAUDULENT  ACCESS  TO  PHONE  RECORDS  ACT	house	hr398	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 4943
419	PROVIDING  FOR  CONSIDERATION  OF  H.R.  609,  COLLEGE  ACCESS  AND  OPPORTUNITY  ACT  OF  2005	house	hr399	109	BISHOP of Utah	Committee on Rules	H. Res. 741
420	VIETNAM  VETERANS  MEMORIAL  VISITOR  CENTER  DEADLINE  ENFORCEMENT  ACT	house	hr400	109	POMBO	Committee on Resources	H.R. 4882
421	PROVIDING  FOR  FURTHER  CONSIDERATION  OF  H.R.  609,  COLLEGE  ACCESS  AND  OPPORTUNITY  ACT  OF  2005	house	hr401	109	BISHOP of Utah	Committee on Rules	H. Res. 742
422	CONCURRENT  RESOLUTION  ON  THE  BUDGET--  FISCAL  YEAR  2007	house	hr402	109	NUSSLE	Committee on the Budget	H. Con. Res. 376
423	FIRST  REPLENISHMENT  OF  THE  RESOURCES  OF  THE  ENTERPRISE  FOR  THE  AMERICAS  MULTILATERAL  INVESTMENT  FUND	house	hr403	109	OXLEY	Committee on Financial Services	H.R. 4916
424	PROVIDING  FOR  CONSIDERATION  OF  H.R.  513,  527  REFORM  ACT  OF  2005	house	hr404	109	DREIER	Committee on Rules	H. Res. 755
425	PROVIDING  FOR  CONSIDERATION  OF  H.  CON.  RES.  376,  CONCURRENT  RESOLUTION  ON  THE  BUDGET  FOR  FISCAL  YEAR  2007	house	hr405	109	PUTNAM	Committee on Rules	H. Res. 766
426	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr406	109	PUTNAM	Committee on Rules	H. Res. 767
427	INTELLECTUAL  PROPERTY  JURISDICTION  CLARIFICATION  ACT  OF  2006	house	hr407	109	SENSENBRENNER	Committee on the Judiciary	H.R. 2955
428	WAIVER  OF  PATENT  AND  TRADEMARK  REQUIREMENTS  IN  CERTAIN  EMERGENCIES	house	hr408	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4742
429	EXPRESSING  THE  SENSE  OF  THE  CONGRESS  REGARDING  THE  SUCCESSFUL  AND  SUBSTANTIAL  CONTRIBUTIONS  OF  THE  AMENDMENTS  TO  THE  PATENT  AND  TRADEMARK  LAWS  THAT  WERE  ENACTED  IN  1980  (PUBLIC  LAW  96-517;  COMMONLY  KNOWN  AS  THE  `BAYH-DOLE  ACT'),  ON  THE  OCCASION  OF  THE  25TH  ANNIVERSARY  OF  ITS  ENACTMENT	house	hr409	109	SENSENBRENNER	Committee on the Judiciary	H. Con. Res. 319
430	FLOOD  INSURANCE  REFORM  AND  MODERNIZATION  ACT  OF  2006	house	hr410	109	OXLEY	Committee on Financial Services	H.R. 4973
431	INTELLIGENCE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	house	hr411	109	HOEKSTRA	Permanent Select Committee on Intelligence	H.R. 5020
432	UNLAWFUL  INTERNET  GAMBLING  ENFORCEMENT  ACT  OF  2006	house	hr412p1	109	OXLEY	Committee on Financial Services	H.R. 4411
433	UNLAWFUL  INTERNET  GAMBLING  ENFORCEMENT  ACT  OF  2006	house	hr412p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4411
434	COAST  GUARD  AND  MARITIME  TRANSPORTATION  ACT  OF  2006	house	hr413	109	YOUNG of Alaska	committee of conference	H.R. 889
435	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  SECRETARY  OF  HOMELAND  SECURITY  TO  PROVIDE  TO  THE  HOUSE  OF  REPRESENTATIVES  CERTAIN  DOCUMENTS  IN  THEIR  POSSESSION  RELATING  TO  THE  DUBAI  PORTS  WORLD  ACQUISITION  OF  6  UNITED  STATES  COMMERCIAL  PORTS  LEASES	house	hr414	109	OXLEY	Committee on Financial Services	H. Res. 718
436	WORKFORCE  GLOBALIZATION  FINAL  DRAFT  REPORT	house	hr415	109	BOEHLERT	Committee on Science	H. Res. 717
437	AUTHORIZING  THE  USE  OF  THE  CAPITOL  GROUNDS  FOR  THE  GREATER  WASHINGTON  SOAP  BOX  DERBY	house	hr416	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H. Con. Res. 349
438	IRAN  FREEDOM  SUPPORT  ACT	house	hr417	109	HYDE	Committee on International Relations	H.R. 282
439	PARK  CITY,  UTAH,  CONVEYANCES	house	hr418	109	POMBO	Committee on Resources	H.R. 3462
440	TO  ALLOW  THE  ASSINIBOINE  AND  SIOUX  TRIBES  OF  THE  FORT  PECK  INDIAN  RESERVATION  TO  ENTER  INTO  A  LEASE  OR  OTHER  TEMPORARY  CONVEYANCE  OF  WATER  RIGHTS  RECOGNIZED  UNDER  THE  FORT  PECK-MONTANA  COMPACT  FOR  THE  PURPOSE  OF  MEETING  THE  WATER  NEEDS  OF  THE  DRY  PRAIRIE  RURAL  WATER  ASSOCIATION,  INCORPORATED,  AND  FOR  OTHER  PURPOSES	house	hr419	109	POMBO	Committee on Resources	H.R. 2978
441	TO  AUTHORIZE  THE  SECRETARY  OF  THE  INTERIOR  TO  CONDUCT  FEASIBILITY  STUDIES  TO  ADDRESS  CERTAIN  WATER  SHORTAGES  WITHIN  THE  SNAKE,  BOISE,  AND  PAYETTE  RIVER  SYSTEMS  IN  IDAHO,  AND  FOR  OTHER  PURPOSES	house	hr420	109	POMBO	Committee on Resources	H.R. 2563
442	NEOTROPICAL  MIGRATORY  BIRD  CONSERVATION  IMPROVEMENT  ACT  OF  2006	house	hr421	109	POMBO	Committee on Resources	H.R. 518
443	TO  DIRECT  THE  SECRETARY  OF  THE  INTERIOR  TO  TAKE  CERTAIN  TRIBALLY-OWNED  RESERVATION  LAND  INTO  TRUST  FOR  THE  PUYALLUP  TRIBE	house	hr422	109	POMBO	Committee on Resources	H.R. 374
444	EASTERN  MUNICIPAL  WATER  DISTRICT  RECYCLED  WATER  SYSTEM  PRESSURIZATION  AND  EXPANSION  PROJECT	house	hr423	109	POMBO	Committee on Resources	H.R. 122
445	RURAL  HEALTH  CARE  CAPITAL  ACCESS  ACT  OF  2006	house	hr424	109	OXLEY	Committee on Financial Services	H.R. 4912
446	APPROVING  THE  LOCATION  OF  THE  COMMEMORATIVE  WORK  IN  THE  DISTRICT  OF  COLUMBIA  HONORING  FORMER  PRESIDENT  DWIGHT  D.  EISENHOWER	house	hr425	109	POMBO	Committee on Resources	H.J. Res. 78
447	BETTY  DICK  RESIDENCE  PROTECTION  ACT	house	hr426	109	POMBO	Committee on Resources	S. 584
448	MUSCONETCONG  WILD  AND  SCENIC  RIVERS  ACT	house	hr427	109	POMBO	Committee on Resources	H.R. 1307
449	COASTAL  BARRIER  RESOURCES  REAUTHORIZATION  ACT  OF  2005	house	hr428	109	POMBO	Committee on Resources	S. 1869
450	JAMES  CAMPBELL  NATIONAL  WILDLIFE  REFUGE  EXPANSION  ACT  OF  2005	house	hr429	109	POMBO	Committee on Resources	S. 1165
451	AMERICAN  RIVER  PUMP  STATION  PROJECT  TRANSFER  ACT  OF  2005	house	hr430	109	POMBO	Committee on Resources	H.R. 4204
452	PACTOLA  RESERVOIR  REALLOCATION  AUTHORIZATION  ACT  OF  2005	house	hr431	109	POMBO	Committee on Resources	H.R. 3967
453	GLENDO  UNIT  OF  THE  MISSOURI  RIVER  BASIN  PROJECT  CONTRACT  EXTENSION  ACT  OF  2005	house	hr432	109	POMBO	Committee on Resources	H.R. 4080
454	TO  REDESIGNATE  THE  MASON  NECK  NATIONAL  WILDLIFE  REFUGE  IN  VIRGINIA  AS  THE  ELIZABETH  HARTWELL  MASON  NECK  NATIONAL  WILDLIFE  REFUGE	house	hr433	109	POMBO	Committee on Resources	H.R. 3682
455	2006  CONGRESSIONAL  DRUG  CONTROL  BUDGET  AND  POLICY  ASSESSMENT:  A  REVIEW  OF  THE  2007  NATIONAL  DRUG  CONTROL  BUDGET  AND  2006  NATIONAL  DRUG  CONTROL  STRATEGY	house	hr434	109	TOM DAVIS	Committee on Government Reform submitted the following	
456	UPDATING  NUCLEAR  SECURITY  STANDARDS:  HOW  LONG  CAN  THE  DEPARTMENT  OF  ENERGY  AFFORD  TO  WAIT?	house	hr435	109	TOM DAVIS	Committee on Government Reform submitted the following	
457	GUAM  WORLD  WAR  II  LOYALTY  RECOGNITION  ACT	house	hr437p1	109	POMBO	Committee on Resources	H.R. 1595
458	GUAM  WORLD  WAR  II  LOYALTY  RECOGNITION  ACT	house	hr437p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 1595
459	PROVIDING  FOR  CONSIDERATION  OF  H.R.  5020,  INTELLIGENCE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	house	hr438	109	PUTNAM	Committee on Rules	H. Res. 774
460	LOBBYING  ACCOUNTABILITY  AND  TRANSPARENCY  ACT  OF  2006	house	hr439p1	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4975
461	LOBBYING  ACCOUNTABILITY  AND  TRANSPARENCY  ACT  OF  2006	house	hr439p2	109	EHLERS	Committee on House Administration	H.R. 4975
462	LOBBYING  ACCOUNTABILITY  AND  TRANSPARENCY  ACT  OF  2006	house	hr439p3	109	DREIER	Committee on Rules	H.R. 4975
463	LOBBYING  ACCOUNTABILITY  AND  TRANSPARENCY  ACT  OF  2006	house	hr439p4	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 4975
464	NATIONAL  CAPITAL  TRANSPORTATION  AMENDMENTS  ACT  OF  2005	house	hr440	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 3496
465	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4975,  LOBBYING  ACCOUNTABILITY  AND  TRANSPARENCY  ACT  OF  2006	house	hr441	109	DREIER	Committee on Rules	H. Res. 783
466	CENTRAL  TEXAS  WATER  RECYCLING  ACT  OF  2006	house	hr442	109	POMBO	Committee on Resources	H.R. 3418
467	CONJUNCTIVE  USE  OF  SURFACE  AND  GROUNDWATER  IN  JUAB  COUNTY,  UTAH	house	hr443	109	POMBO	Committee on Resources	H.R. 4013
468	MULTI-STATE  AND  INTERNATIONAL  FISHERIES  CONSERVATION  AND  MANAGEMENT  ACT  OF  2006	house	hr444	109	POMBO	Committee on Resources	H.R. 4686
469	EXECUTIVE  BRANCH  REFORM  ACT  OF  2006	house	hr445	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 5112
470	HONORING  LEONIDAS  RALPH  MECHAM,  DIRECTOR  OF  THE  ADMINISTRATIVE  OFFICE  OF  THE  UNITED  STATES  COURTS  AND  SECRETARY  OF  THE  JUDICIAL  CONFERENCE  OF  THE  UNITED  STATES	house	hr446	109	SENSENBRENNER	Committee on the Judiciary	H. Res. 724
471	SECURITY  AND  ACCOUNTABILITY  FOR  EVERY  PORT  ACT	house	hr447p1	109	KING of New York	Committee on Homeland Security	H.R. 4954
472	AUTHORIZING  THE  USE  OF  THE  CAPITOL  GROUNDS  FOR  THE  DISTRICT  OF  COLUMBIA  SPECIAL  OLYMPICS  LAW  ENFORCEMENT  TORCH  RUN	house	hr448	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H. Con. Res. 359
473	AUTHORITY  TO  INCLUDE  JUDICIAL  BRANCH  EMPLOYEES  IN  FEDERAL  LEAVE  TRANSFER  PROGRAM  FOR  DISASTERS  AND  EMERGENCIES	house	hr449	109	TOM DAVIS of Virginia	Committee on Government Reform	S. 1736
474	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4954,  SECURITY  AND  ACCOUNTABILITY  FOR  EVERY  PORT  ACT	house	hr450	109	SESSIONS	Committee on Rules	H. Res. 789
475	FOREST  EMERGENCY  RECOVERY  AND  RESEARCH  ACT	house	hr451p1	109	POMBO	Committee on Resources	H.R. 4200
476	NATIONAL  DEFENSE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	house	hr452	109	HUNTER	Committee on Armed Services	H.R. 5122
477	DATA  ACCOUNTABILITY  AND  TRUST  ACT  (DATA)	house	hr453p1	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 4127
478	DATA  ACCOUNTABILITY  AND  TRUST  ACT  (DATA)	house	hr453p2	109	SENSENBRENNER	Committee on the Judiciary submitted the following	H.R. 4127
479	FINANCIAL  DATA  PROTECTION  ACT  OF  2006	house	hr453p3	109	OXLEY	Committee on Financial Services	H.R. 4127
480	FINANCIAL  DATA  PROTECTION  ACT  OF  2006	house	hr454p1	109	OXLEY	Committee on Financial Services	H.R. 3997
481	DATA  ACCOUNTABILITY  AND  TRUST  ACT  (DATA)	house	hr454p2	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 3997
482	TAX  INCREASE  PREVENTION  AND  RECONCILIATION  ACT  OF  2005	house	hr455	109	THOMAS	Committee of Conference	H.R. 4297
483	H-PRIZE  ACT  OF  2006	house	hr456	109	BOEHLERT	Committee on Science	H.R. 5143
484	REQUESTING  THE  PRESIDENT  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  ADOPTION  OF  THIS  RESOLUTION  DOCUMENTS  IN  THE  POSSESSION  OF  THE  PRESIDENT  RELATING  TO  THE  RECEIPT  AND  CONSIDERATION  BY  THE  EXECUTIVE  OFFICE  OF  THE  PRESIDENT  OF  ANY  INFORMATION  CONCERNING  THE  VARIATION  BETWEEN  THE  VERSION  OF  S.  1932,  THE  DEFICIT  REDUCTION  ACT  OF  2005,  THAT  THE  HOUSE  OF  REPRESENTATIVES  PASSED  ON  FEBRUARY  1,  2006,  AND  THE  VERSION  OF  THE  BILL  THAT  THE  PRESIDENT  SIGNED  ON  FEBRUARY  8,  2006	house	hr457	109	TOM DAVIS of Virginia	Committee on Government Reform	H. Res. 752
485	WAIVING  POINTS  OF  ORDER  AGAINST  THE  CONFERENCE  REPORT  TO  ACCOMPANY  H.R.  4297,  TAX  INCREASE  PREVENTION  AND  RECONCILIATION  ACT  OF  2005	house	hr458	109	HASTINGS of Washington	Committee on Rules	H. Res. 805
486	PROVIDING  FOR  CONSIDERATION  OF  H.R.  5122,  NATIONAL  DEFENSE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	house	hr459	109	COLE of Oklahoma	Committee on Rules	H. Res. 806
487	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr460	109	PUTNAM	Committee on Rules	H. Res. 810
488	PROVIDING  FOR  FURTHER  CONSIDERATION  OF  H.R.  5122,  NATIONAL  DEFENSE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	house	hr461	109	COLE	Committee on Rules	H. Res. 811
489	PALESTINIAN  ANTI-TERRORISM  ACT  OF  2006	house	hr462p1	109	HYDE	Committee on International Relations	H.R. 4681
490	PALESTINIAN  ANTI-TERRORISM  ACT  OF  2006	house	hr462p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4681
491	AGRICULTURE,  RURAL  DEVELOPMENT,  FOOD  AND  DRUG  ADMINISTRATION,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	house	hr463	109	BONILLA	Committee on Appropriations	H.R. 5384
492	AGRICULTURE  RURAL  DEVELOPMENT,  FOOD  AND  DRUG  ADMINISTRATION,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	house	hr463p2	109	BONILLA	Committee on Appropriations	H.R. 5384
493	MILITARY  QUALITY  OF  LIFE  AND  VETERANS  AFFAIRS,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	house	hr464	109	WALSH	Committee on Appropriations	H.R. 5385
494	MILITARY  QUALITY  OF  LIFE  AND  VETERANS  AFFAIRS,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	house	hr464p2	109	WALSH	Committee on Appropriations	H.R. 5385
495	DEPARTMENT  OF  THE  INTERIOR,  ENVIRONMENT,  AND  RELATED  AGENCIES  APPROPRIATION  BILL,  2007	house	hr465	109	TAYLOR of North Carolina	Committee on Appropriations	H.R. 5386
496	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr466	109	PUTNAM	Committee on Rules	H. Res. 815
497	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4200,  FOREST  EMERGENCY  RECOVERY  AND  RESEARCH  ACT	house	hr467	109	BISHOP of Utah	Committee on Rules	H. Res. 816
498	PROVIDING  FOR  FURTHER  CONSIDERATION  OF  H.  CON.  RES.  376,  THE  CONCURRENT  RESOLUTION  ON  THE  BUDGET  FOR  FISCAL  YEAR  2007	house	hr468	109	PUTNAM	Committee on Rules	H. Res. 817
499	PROVIDING  FOR  CONSIDERATION  OF  H.R.  5386,  DEPARTMENT  OF  THE  INTERIOR,  ENVIRONMENT,  AND  RELATED  AGENCIES  APPROPRIATIONS  ACT,  2007	house	hr469	109	BISHOP	Committee on Rules	H. Res. 818
500	COMMUNICATIONS  OPPORTUNITY,  PROMOTION,  AND  ENHANCEMENT  ACT  OF  2006	house	hr470	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 5252
501	COMMUNICATIONS  OPPORTUNITY,  PROMOTION,  AND  ENHANCEMENT  ACT  OF  2006	house	hr470p2	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 5252
502	HOUSE  OF  REPRESENTATIVES	house	hr471	109	LEWIS of California	Committee on Appropriations	
503	PROVIDING  FOR  CONSIDERATION  OF  H.R.  5385,  MILITARY  QUALITY  OF  LIFE  AND  VETERANS  AFFAIRS,  AND  RELATED  AGENCIES  APPROPRIATIONS  ACT,  2007	house	hr472	109	GINGREY	Committee on Rules	H. Res. 821
504	EMERGENCY  AND  DISASTER  ASSISTANCE  FRAUD  PENALTY  ENHANCEMENT  ACT  OF  2005	house	hr473	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4356
505	ENERGY  AND  WATER  DEVELOPMENT  APPROPRIATIONS  BILL,  2007	house	hr474	109	HOBSON	Committee on Appropriations	H.R. 5427
